CAS.Number,ChemicalName,Target.Name,UniProt.Name,Organism,NCBI.Taxonomy.Id,Gene.Name,Molecular.Weight,General.Function,Specific.Function,Chromosome.Location,HGNC.ID,KEGG.ID,estrogen_pathway,testosterone_pathway,hormone_pathway
122008-85-9,Cyhalofop-butyl,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
52-01-7,Spironolactone,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
57-09-0,Cetyl-Trimethyl-Ammonium,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
50-29-3,Clofenotane,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
62-38-4,Phenylmercuric acetate,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
53-16-7,Estrone,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
491-80-5,Biochanin A,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
3380-34-5,Triclosan,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
13311-84-7,Flutamide,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
319-86-8,delta-Hexachlorocyclohexane,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
87674-68-8,Dimethenamid,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
77-47-4,Hexachlorocyclopentadiene,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
143-50-0,Chlordecone,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
91-94-1,"3,3'-Dichlorobenzidine",Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
10016-20-3,Alpha-Cyclodextrin (Cyclohexa-Amylose),Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
84-16-2,Hexestrol,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
63936-56-1,Nonabromobiphenyl Ether,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
50-32-8,Benzo[a]pyrene,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
137-26-8,Thiram,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
76-43-7,Fluoxymesterone,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
68-22-4,Norethindrone,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
79-94-7,Tetrabromobisphenol A,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
68694-11-1 and 99387-89-0,Triflumizole,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
23184-66-9,Butachlor,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
8001-35-2,Toxaphene,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
57-91-0,17a-Estradiol,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
58-19-5,Drostanolone,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
311-45-5,Paraoxon,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
50471-44-8,Vinclozolin,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
25637-99-4,Hexabromocyclododecane,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
83-79-4,Rotenone,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
630-56-8,17-Hydroxyprogesterone caproate,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
119168-77-3,Tebufenpyrad,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
120-32-1,Clorophene,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
60168-88-9,Fenarimol,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
85509-19-9,Flusilazole,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
50-55-5,Reserpine,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
65277-42-1,Ketoconazole,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
17924-92-4,"(S,E)-Zearalenone",Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
298-46-4,Carbamazepine,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
133-06-2,Captan,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
8001-54-5,Dimethyl dialkyl ammonium chloride,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
533-74-4,Dazomet,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
2050-47-7,"4,4'-Dibromobiphenyl Ether",Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
66-71-7,"1,10-Phenanthroline",Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
14426-25-6,Gentian Violet,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
683-18-1,Dibutyltin dichloride,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
57-11-4,Stearic acid,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
427-51-0,Cyproterone acetate,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
75330-75-5,Lovastatin,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
2971-36-0,HPTE,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
94-81-5,4-(4-Chloro-2-methylphenoxy)butanoic acid,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
111-40-0,Diethylenetriamine,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
96489-71-3,Pyridaben,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
53-19-0,"O,P'-DDD",Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
57-63-6,Ethinyl Estradiol,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
72-43-5,Methoxychlor,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
32222-06-3,Calcitriol,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
797-63-7,Levonorgestrel,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
83657-24-3,Diniconazole,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
101-55-3,4-Bromobiphenyl Ether,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
58-86-6,D-Xylose,Androgen receptor,ANDR_HUMAN,Human,9606,AR,98987.9,Zinc ion binding,"Steroid hormone receptors are ligand-activated transcription factors that regulate eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Transcription factor activity is modulated by bound coactivator and corepressor proteins. Transcription activation is down-regulated by NR0B2. Activated, but not phosphorylated, by HIPK3 and ZIPK/DAPK3.",X,HGNC:644,hsa:367,NO,YES,YES
